Companyname,diASXcode,industry group name,sector name,listing date,registry address,phone number,principal activities,market cap,number of shares,bid price,website,roles,full name
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials,Financials,2000-09-19T00:00:00+1100,LEVEL 6 2 RUSSELL STREET MELBOURNE VIC AUSTRALIA 3000,0281142222,The provision of financial advice and technology solutions to investors traders financial service providers and corporations.,18008558,60028525,0.295,http://www.sequoia.com.au,Managing Director;CEO,Mr Scott Lionel Beeton
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials,Financials,2000-09-19T00:00:00+1100,LEVEL 6 2 RUSSELL STREET MELBOURNE VIC AUSTRALIA 3000,0281142222,The provision of financial advice and technology solutions to investors traders financial service providers and corporations.,18008558,60028525,0.295,http://www.sequoia.com.au,Executive Director,Mr Marcel John Collignon
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials,Financials,2000-09-19T00:00:00+1100,LEVEL 6 2 RUSSELL STREET MELBOURNE VIC AUSTRALIA 3000,0281142222,The provision of financial advice and technology solutions to investors traders financial service providers and corporations.,18008558,60028525,0.295,http://www.sequoia.com.au,Independent Director,Mr Garry Peter Crole
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials,Financials,2000-09-19T00:00:00+1100,LEVEL 6 2 RUSSELL STREET MELBOURNE VIC AUSTRALIA 3000,0281142222,The provision of financial advice and technology solutions to investors traders financial service providers and corporations.,18008558,60028525,0.295,http://www.sequoia.com.au,CFO,Miss Renee Louise Minchin
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials,Financials,2000-09-19T00:00:00+1100,LEVEL 6 2 RUSSELL STREET MELBOURNE VIC AUSTRALIA 3000,0281142222,The provision of financial advice and technology solutions to investors traders financial service providers and corporations.,18008558,60028525,0.295,http://www.sequoia.com.au,Company Secretary,Mr Tharun Kuppanda
SEQUOIA FINANCIAL GROUP LTD,SEQ,Diversified Financials,Financials,2000-09-19T00:00:00+1100,LEVEL 6 2 RUSSELL STREET MELBOURNE VIC AUSTRALIA 3000,0281142222,The provision of financial advice and technology solutions to investors traders financial service providers and corporations.,18008558,60028525,0.295,http://www.sequoia.com.au
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Chairman,Mr Peter Leith Polson
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Managing Director;CEO,Mr Brian Benari
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Non Exec. Director;Independent Director,Mr Graham Cubbin
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Non Exec. Director;Independent Director,Mr Steven Gregg
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Non Exec. Director;Independent Director,Mr Jonathan Grunzweig
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Non Exec. Director;Independent Director,Ms JoAnne Stephenson
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Non Exec. Director;Independent Director,Mr Leon Zwier
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,CFO,Mr Andrew Tobin
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,General Counsel,Mr Michael Vardanega
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Investor Relations,Mr Stuart Kingham
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au,Company Secretary,Mr Andrew Brown
CHALLENGER LIMITED,CGF,Diversified Financials,Financials,2003-12-23T00:00:00+1100,LEVEL 4 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,(02) 9994 7000,The Company is a multi-faceted financial services organisation with core businesses in annuities funds management and administration platforms.,8560370520,610582776,14.02,http://www.challenger.com.au
BIRRABONG CORPORATION LIMITED,BIR,Not Applic,Not Applic,2006-07-31T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8091 5916,Property & Infrastructure Development,-1,149000000,0,http://BIR@tearum.com.au,Director,Mr Christopher Anderson
BIRRABONG CORPORATION LIMITED,BIR,Not Applic,Not Applic,2006-07-31T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8091 5916,Property & Infrastructure Development,-1,149000000,0,http://BIR@tearum.com.au,Director,Mr Alexander Harmstorf
BIRRABONG CORPORATION LIMITED,BIR,Not Applic,Not Applic,2006-07-31T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8091 5916,Property & Infrastructure Development,-1,149000000,0,http://BIR@tearum.com.au,Director,Mr Tai Silberman
BIRRABONG CORPORATION LIMITED,BIR,Not Applic,Not Applic,2006-07-31T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8091 5916,Property & Infrastructure Development,-1,149000000,0,http://BIR@tearum.com.au,Company Secretary,Mr Greg Barry Starr
BIRRABONG CORPORATION LIMITED,BIR,Not Applic,Not Applic,2006-07-31T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8091 5916,Property & Infrastructure Development,-1,149000000,0,http://BIR@tearum.com.au
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,Non Exec. Chairman;Independent Director,Mr Paul Steere
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,Managing Director;CEO,Mr David Head
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,Non Exec. Director,Dr Hagen Heinz Stehr
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,Non Exec. Director,Mr Marcus Anthony Stehr
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,Independent Director,Mr Nicholas Jon Burrows
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,CFO,Mr Wayne Materne
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au,Company Secretary,Mr Wayne Materne
CLEAN SEAS SEAFOOD LIMITED,CSS,Food Beverage & Tobacco,Consumer Staples,2005-12-12T00:00:00+1100,LEVEL 12 225 GEORGE STREET SYDNEY NSW AUSTRALIA 2000,08 8621 2900,Aquaculture,116711993,1667314190,0.07,http://www.cleanseas.com.au
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,Chairman;Director,Mr Mark Brendon Waller
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,CEO,Mr Patrick Davies
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,Director,Ms Elizabeth Mary Coutts
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,Director,Mr Stuart James McGregor
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,Director,Ms Sarah Christine Ottrey
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,Director,Mr Peter James Williams
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com,CFO,Mr John Cullity
EBOS GROUP LIMITED,EBO,Health Care Equipment & Services,Health Care,2013-12-06T00:00:00+1100,LEVEL 3 60 CARRINGTON STREET SYDNEY NSW AUSTRALIA 2000,+64 3 338 0999,Diversified Australasian marketer wholesaler and distributor of healthcare medical and pharmaceutical products.,2454357401,152539304,15.65,http://www.ebosgroup.com
ONTERRAN LIMITED,OTR,Capital Goods,Industrials,2006-10-31T00:00:00+1100,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,+61 7 36680600,Onterran is the parent company of a diversified group of construction modular manufacturing and property development businesses operating across Australia.,-1,63367462,0,http://www.onterran.com.au/,Executive Chairman,Mr Lachlan McIntosh
ONTERRAN LIMITED,OTR,Capital Goods,Industrials,2006-10-31T00:00:00+1100,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,+61 7 36680600,Onterran is the parent company of a diversified group of construction modular manufacturing and property development businesses operating across Australia.,-1,63367462,0,http://www.onterran.com.au/,Non Exec. Director,Ms Heather Gardner
ONTERRAN LIMITED,OTR,Capital Goods,Industrials,2006-10-31T00:00:00+1100,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,+61 7 36680600,Onterran is the parent company of a diversified group of construction modular manufacturing and property development businesses operating across Australia.,-1,63367462,0,http://www.onterran.com.au/,Non Exec. Director,Mr David Rosenblum
ONTERRAN LIMITED,OTR,Capital Goods,Industrials,2006-10-31T00:00:00+1100,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,+61 7 36680600,Onterran is the parent company of a diversified group of construction modular manufacturing and property development businesses operating across Australia.,-1,63367462,0,http://www.onterran.com.au/,Company Secretary,Mr Oliver Schweizer
ONTERRAN LIMITED,OTR,Capital Goods,Industrials,2006-10-31T00:00:00+1100,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,+61 7 36680600,Onterran is the parent company of a diversified group of construction modular manufacturing and property development businesses operating across Australia.,-1,63367462,0,http://www.onterran.com.au/
ARUMA RESOURCES LIMITED,AAJ,Materials,Metals & Mining,2010-07-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 93210177,Gold Exploration,5241844,436820317,0.012,http://www.arumaresources.com,Non Exec. Chairman,Mr Paul Boyatzis
ARUMA RESOURCES LIMITED,AAJ,Materials,Metals & Mining,2010-07-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 93210177,Gold Exploration,5241844,436820317,0.012,http://www.arumaresources.com,Managing Director,Mr Peter Schwann
ARUMA RESOURCES LIMITED,AAJ,Materials,Metals & Mining,2010-07-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 93210177,Gold Exploration,5241844,436820317,0.012,http://www.arumaresources.com,Non Exec. Director,Dr Mark Elliott
ARUMA RESOURCES LIMITED,AAJ,Materials,Metals & Mining,2010-07-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 93210177,Gold Exploration,5241844,436820317,0.012,http://www.arumaresources.com,Company Secretary,Mr Phillip MacLeod
ARUMA RESOURCES LIMITED,AAJ,Materials,Metals & Mining,2010-07-23T00:00:00+1000,110 STIRLING HIGHWAY NEDLANDS WA AUSTRALIA 6009,+61 8 93210177,Gold Exploration,5241844,436820317,0.012,http://www.arumaresources.com
NOVO LITIO LTD,NLI,Materials,Metals & Mining,1986-11-06T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9 288 4408,Mining Exploration,23705912,370404879,0.059,http://www.novolitio.com,Non Exec. Chairman,Mr John Fitzgerald
NOVO LITIO LTD,NLI,Materials,Metals & Mining,1986-11-06T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9 288 4408,Mining Exploration,23705912,370404879,0.059,http://www.novolitio.com,Managing Director;CEO,Mr David Frances
NOVO LITIO LTD,NLI,Materials,Metals & Mining,1986-11-06T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9 288 4408,Mining Exploration,23705912,370404879,0.059,http://www.novolitio.com,Executive Director,Dr Francis Wedin
NOVO LITIO LTD,NLI,Materials,Metals & Mining,1986-11-06T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9 288 4408,Mining Exploration,23705912,370404879,0.059,http://www.novolitio.com,Non Exec. Director,Prof. Dudley John Kingsnorth
NOVO LITIO LTD,NLI,Materials,Metals & Mining,1986-11-06T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9 288 4408,Mining Exploration,23705912,370404879,0.059,http://www.novolitio.com,Company Secretary,Mr Mathew Joseph Whyte
NOVO LITIO LTD,NLI,Materials,Metals & Mining,1986-11-06T00:00:00+1100,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(08) 9 288 4408,Mining Exploration,23705912,370404879,0.059,http://www.novolitio.com
GAS2GRID LIMITED,GGX,Energy,Energy,2005-05-13T00:00:00+1000,Level 16 1 Market Street SYDNEY NSW AUSTRALIA 2000,02 8298 3688,,3653636,913409076,0.003,http://www.gas2grid.com,Chairman,Mr David Munns
GAS2GRID LIMITED,GGX,Energy,Energy,2005-05-13T00:00:00+1000,Level 16 1 Market Street SYDNEY NSW AUSTRALIA 2000,02 8298 3688,,3653636,913409076,0.003,http://www.gas2grid.com,Managing Director,Mr Dennis Morton
GAS2GRID LIMITED,GGX,Energy,Energy,2005-05-13T00:00:00+1000,Level 16 1 Market Street SYDNEY NSW AUSTRALIA 2000,02 8298 3688,,3653636,913409076,0.003,http://www.gas2grid.com,Executive Director,Mr Patrick Sam Yue
GAS2GRID LIMITED,GGX,Energy,Energy,2005-05-13T00:00:00+1000,Level 16 1 Market Street SYDNEY NSW AUSTRALIA 2000,02 8298 3688,,3653636,913409076,0.003,http://www.gas2grid.com,Company Secretary,Mr Patrick Sam Yue
GAS2GRID LIMITED,GGX,Energy,Energy,2005-05-13T00:00:00+1000,Level 16 1 Market Street SYDNEY NSW AUSTRALIA 2000,02 8298 3688,,3653636,913409076,0.003,http://www.gas2grid.com
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au,Non Exec. Chairman,Mr Colin Bloomfield
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au,Managing Director;CEO,Mr Tony Caruso
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au,Non Exec. Director,Mr Gabe Meena
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au,Non Exec. Director,Mr Andrew Watts
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au,Company Secretary,Mr Bill Lyne
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au,Joint Co. Secretary,Mrs Liz Blockley
MASTERMYNE GROUP LIMITED,MYE,Materials,Metals & Mining,2010-05-07T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 4963 0400,Provider of underground roadway development installation of conveyors design and engineering of specialised equipment and consumables to the Australian coal mining industry.,89462469,101087536,0.86,http://www.mastermyne.com.au
FRONTIER RESOURCES LIMITED,FNT,Materials,Metals & Mining,2003-04-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,08 9295 0388,Gold and copper exploration.,1876983,104276813,0.017,http://www.frontierresources.com.au,Chairman;Managing Director,Mr Peter McNeil
FRONTIER RESOURCES LIMITED,FNT,Materials,Metals & Mining,2003-04-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,08 9295 0388,Gold and copper exploration.,1876983,104276813,0.017,http://www.frontierresources.com.au,Executive Director,Mrs Paige McNeil
FRONTIER RESOURCES LIMITED,FNT,Materials,Metals & Mining,2003-04-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,08 9295 0388,Gold and copper exploration.,1876983,104276813,0.017,http://www.frontierresources.com.au,Non Exec. Director,Mr Peter Swiridiuk
FRONTIER RESOURCES LIMITED,FNT,Materials,Metals & Mining,2003-04-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,08 9295 0388,Gold and copper exploration.,1876983,104276813,0.017,http://www.frontierresources.com.au,Company Secretary,Mr Matthew Foy
FRONTIER RESOURCES LIMITED,FNT,Materials,Metals & Mining,2003-04-09T00:00:00+1000,Level 11 172 St Georges Terrace PERTH WA AUSTRALIA 6000,08 9295 0388,Gold and copper exploration.,1876983,104276813,0.017,http://www.frontierresources.com.au
CASSIUS MINING LIMITED,CMD,Materials,Metals & Mining,2006-08-10T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8226 3323,Mineral exploration,18737211,234215140,0.08,http://www.cassiusmining.com,Non Exec. Director,Mr James Arkoudis
CASSIUS MINING LIMITED,CMD,Materials,Metals & Mining,2006-08-10T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8226 3323,Mineral exploration,18737211,234215140,0.08,http://www.cassiusmining.com,Non Exec. Director,Mr David Chidlow
CASSIUS MINING LIMITED,CMD,Materials,Metals & Mining,2006-08-10T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8226 3323,Mineral exploration,18737211,234215140,0.08,http://www.cassiusmining.com,Non Exec. Director,Mr Anthony Karam
CASSIUS MINING LIMITED,CMD,Materials,Metals & Mining,2006-08-10T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8226 3323,Mineral exploration,18737211,234215140,0.08,http://www.cassiusmining.com,Non Exec. Director,Mr Wayne Kernaghan
CASSIUS MINING LIMITED,CMD,Materials,Metals & Mining,2006-08-10T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8226 3323,Mineral exploration,18737211,234215140,0.08,http://www.cassiusmining.com,Company Secretary,Mr Wayne Kernaghan
CASSIUS MINING LIMITED,CMD,Materials,Metals & Mining,2006-08-10T00:00:00+1000,770 CANNING HIGHWAY APPLECROSS WA AUSTRALIA 6153,(02) 8226 3323,Mineral exploration,18737211,234215140,0.08,http://www.cassiusmining.com
DIMERIX LIMITED,DXB,Pharmaceuticals Biotechnology & Life Sciences,Health Care,1993-02-04T00:00:00+1100,LEVEL 2 267 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9388 8290,A Clinical stage (Phase II) biotechnology business commercialising new therapies for under-served and unmet medical needs globally,12891446,92081760,0.125,http://www.dimerix.com,Executive Chairman,Dr James Williams
DIMERIX LIMITED,DXB,Pharmaceuticals Biotechnology & Life Sciences,Health Care,1993-02-04T00:00:00+1100,LEVEL 2 267 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9388 8290,A Clinical stage (Phase II) biotechnology business commercialising new therapies for under-served and unmet medical needs globally,12891446,92081760,0.125,http://www.dimerix.com,Non Exec. Director,Mr Hugh Alsop
DIMERIX LIMITED,DXB,Pharmaceuticals Biotechnology & Life Sciences,Health Care,1993-02-04T00:00:00+1100,LEVEL 2 267 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9388 8290,A Clinical stage (Phase II) biotechnology business commercialising new therapies for under-served and unmet medical needs globally,12891446,92081760,0.125,http://www.dimerix.com,Non Exec. Director,Mr David Franklyn
DIMERIX LIMITED,DXB,Pharmaceuticals Biotechnology & Life Sciences,Health Care,1993-02-04T00:00:00+1100,LEVEL 2 267 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9388 8290,A Clinical stage (Phase II) biotechnology business commercialising new therapies for under-served and unmet medical needs globally,12891446,92081760,0.125,http://www.dimerix.com,Non Exec. Director,Dr Sonia Poli
DIMERIX LIMITED,DXB,Pharmaceuticals Biotechnology & Life Sciences,Health Care,1993-02-04T00:00:00+1100,LEVEL 2 267 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9388 8290,A Clinical stage (Phase II) biotechnology business commercialising new therapies for under-served and unmet medical needs globally,12891446,92081760,0.125,http://www.dimerix.com,Company Secretary,Mr Ian Hobson
DIMERIX LIMITED,DXB,Pharmaceuticals Biotechnology & Life Sciences,Health Care,1993-02-04T00:00:00+1100,LEVEL 2 267 St Georges Terrace PERTH WA AUSTRALIA 6000,+61 8 9388 8290,A Clinical stage (Phase II) biotechnology business commercialising new therapies for under-served and unmet medical needs globally,12891446,92081760,0.125,http://www.dimerix.com
DIATREME RESOURCES LIMITED,DRX,Materials,Metals & Mining,2005-06-22T00:00:00+1000,LEVEL 15 324 QUEEN STREET BRISBANE QLD AUSTRALIA 4000,(07) 3397 2222,Exploration for heavy mineral and silica sands copper and gold throughout Australia.,14922144,994809591,0.014,http://www.diatreme.com.au,Chairman,Mr William Wang
